,Team 1,Team 1 Label,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Free and Reduced Lunch,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Expenditures/Pupil,MV,Total Games,Total Wins,Win Percentage
273390,South Tama County,11225,9.9,0.7,35.1,1.1,49.8,0.2,3.3,456.0,456.0,0.39,13.49,0,1,15799,-25.57894736842105,23,2,8.7
273413,South Winneshiek,11226,0.5,0.0,6.2,0.0,91.3,1.0,1.0,208.0,208.0,0.274,12.37,0,1,16205,1.9545454545454546,23,10,43.5
273436,Southeast Valley,11227,0.0,0.0,0.9,2.4,93.2,0.0,3.6,336.0,336.0,0.375,15.58,0,1,20847,4.173913043478261,23,12,52.2
273459,Southeast Polk,11228,0.1,2.2,8.6,5.8,78.3,0.4,4.6,2278.0,2278.0,0.303,18.85,0,1,13648,-2.5238095238095237,23,8,34.8
273482,Southeast Warren,11229,0.0,0.0,4.0,0.0,95.2,0.0,0.8,248.0,166.0,0.254,15.21,0,1,18312,-2.4444444444444446,21,8,38.1
273503,Southwest Valley,11230,0.0,0.5,2.8,0.5,93.9,0.0,2.4,212.0,212.0,0.349,12.62,0,1,18645,-6.190476190476191,24,6,25.0
273527,Spencer,11231,0.1,0.3,10.1,1.6,86.6,0.0,1.3,746.0,746.0,0.39,18.87,0,1,16160,12.125,26,20,76.9
273553,Spirit Lake,11232,,,,,,,,,,,,0,0,,-8.05,23,4,17.4
273576,St. Albert,11233,0.4,2.7,9.0,2.3,85.6,0.0,0.0,562.0,160.0,,15.57,1,1,,-2.24,25,12,48.0
273601,Springville,11234,0.0,1.1,3.3,0.6,91.1,0.0,3.9,180.0,124.0,0.206,9.52,0,1,14901,20.208333333333332,26,19,73.1
273627,St. Ansgar,11235,0.6,1.2,1.2,0.0,92.5,0.0,4.3,161.0,161.0,0.23,9.02,0,1,13634,-21.652173913043477,23,2,8.7
273650,St. Edmond,11236,0.1,0.8,13.1,8.1,70.3,0.7,7.0,1065.0,1065.0,0.51,16.44,0,1,15764,-1.7894736842105263,21,6,28.599999999999998
273671,Stanton,11237,0.0,0.0,1.4,0.0,98.6,0.0,0.0,143.0,88.0,0.336,13.08,0,1,13089,8.125,24,15,62.5
273695,Sumner-Fredericksburg,11238,0.0,0.0,5.7,1.1,90.8,0.0,2.3,262.0,262.0,0.225,14.3,0,1,13251,-1.0,24,8,33.300000000000004
273719,Storm Lake St. Mary,11239,,,,,,,,,,,,0,0,,-16.0,23,4,17.4
273742,Tipton,11240,0.0,0.0,2.6,1.3,94.1,0.0,2.0,307.0,307.0,0.189,14.49,0,1,13557,-9.8,21,5,23.799999999999997
273763,St. Mary's,11241,,,,,,,,,,,,0,0,,25.692307692307693,28,25,89.3
273791,Tri-Center,11242,0.0,0.0,1.5,1.5,96.5,0.0,0.5,202.0,202.0,0.287,12.79,0,1,13278,0.2727272727272727,25,12,48.0
273816,Storm Lake,11243,0.1,17.0,50.4,5.8,16.4,8.6,1.6,764.0,764.0,0.683,16.91,0,1,17004,-0.5909090909090909,23,12,52.2
273839,Starmont,11244,0.0,0.0,0.5,1.0,96.5,0.0,2.0,200.0,200.0,0.405,10.19,0,1,16492,-46.52173913043478,25,0,0.0
273864,Treynor,11245,0.0,0.4,2.3,0.4,96.2,0.0,0.8,263.0,263.0,0.133,15.46,0,1,16182,13.173913043478262,24,19,79.2
273888,Tri-County,11246,0.0,0.0,1.0,1.0,95.2,0.0,2.9,104.0,71.0,0.317,8.78,0,1,15404,-34.5,21,1,4.8
273909,Trinity Christian,11247,,,,,,,,,,,,0,0,,-12.363636363636363,24,7,29.2
273933,Twin Cedars,11248,0.0,0.0,4.8,0.0,93.2,0.0,2.1,146.0,99.0,0.432,9.15,0,1,16424,-14.052631578947368,22,6,27.3
273955,Turkey Valley,11249,0.0,0.0,6.2,0.5,91.7,0.0,1.6,192.0,123.0,0.375,23.62,0,1,17172,-2.2,26,10,38.5
273981,Underwood,11250,0.4,0.0,5.8,0.0,91.9,0.0,1.9,258.0,258.0,0.116,15.0,0,1,12547,7.863636363636363,22,15,68.2
274003,Tripoli,11251,0.0,0.0,1.6,0.0,93.0,0.0,5.3,187.0,114.0,0.337,8.91,0,1,16477,-7.9,22,8,36.4
274025,Unity Christian,11252,,,,,,,,,,,,0,0,,2.5217391304347827,24,14,58.3
274049,Union,11253,0.0,0.3,2.2,0.9,93.8,0.0,2.8,324.0,324.0,0.265,12.76,0,1,13585,-2.4,23,12,52.2
274072,Urbandale,11254,0.2,6.1,11.5,6.3,70.4,0.0,5.1,1318.0,1318.0,0.331,15.0,0,1,17267,3.0416666666666665,24,13,54.2
274096,Valley,11255,,,,,,,,,,,,0,0,,14.923076923076923,13,11,84.6
274109,Valley,11256,0.2,5.6,16.9,10.2,61.7,0.1,5.2,2048.0,2048.0,0.327,18.14,0,1,15606,16.846153846153847,13,11,84.6
274122,Van Buren County,11257,0.0,0.8,2.3,0.3,95.5,0.0,1.1,353.0,240.0,0.465,13.2,0,1,15589,-15.181818181818182,11,1,9.1
274133,Valley Lutheran,11258,,,,,,,,,,,,0,0,,-26.4,23,2,8.7
274156,Van Meter,11259,0.7,0.4,2.5,0.4,94.3,0.0,1.8,283.0,283.0,0.046,13.94,0,1,10355,24.90909090909091,25,19,76.0
274181,WACO,11260,0.4,2.6,6.2,1.3,85.0,0.0,4.4,227.0,151.0,0.485,11.23,0,1,15476,16.782608695652176,24,18,75.0
274205,Wapello,11261,1.1,0.0,7.8,0.6,88.3,1.1,1.1,180.0,180.0,0.322,10.71,0,1,15592,2.526315789473684,19,10,52.6
274224,Vinton-Shellsburg,11262,0.4,0.4,2.4,1.6,92.7,0.0,2.4,450.0,450.0,0.3,14.56,0,1,15250,-16.857142857142858,23,5,21.7
274247,Wapsie Valley,11263,0.0,0.0,1.0,1.6,96.8,0.0,0.6,314.0,203.0,0.162,14.95,0,1,13271,14.782608695652174,24,17,70.8
274271,Wahlert,11264,0.2,2.3,5.2,1.4,90.7,0.2,0.0,482.0,482.0,,13.43,1,1,,2.9130434782608696,24,15,62.5
274295,Washington,11265,0.3,1.7,7.5,21.7,57.2,0.4,10.8,1272.0,1272.0,0.528,15.72,0,1,16842,4.243243243243243,42,23,54.800000000000004
274337,Waterloo Christian,11266,3.0,3.0,6.0,4.5,83.5,0.0,0.0,153.0,32.0,,9.17,1,1,,-0.35294117647058826,20,8,40.0
274357,Waterloo West,11267,0.2,5.0,13.2,19.2,51.0,4.1,7.3,1644.0,1644.0,0.625,16.39,0,1,15293,-1.1818181818181819,26,8,30.8
274383,Waterloo East,11268,0.1,0.9,16.2,31.8,40.1,2.0,8.9,988.0,988.0,0.719,16.24,0,1,15293,-6.85,22,4,18.2
274405,Wayne,11269,0.8,0.4,2.3,0.8,93.6,0.8,1.5,265.0,160.0,0.472,12.44,0,1,12663,-13.857142857142858,23,6,26.1
274428,Waukon,11270,0.0,1.1,3.6,0.0,94.5,0.0,0.8,362.0,362.0,0.445,17.15,0,1,16061,-4.0,22,7,31.8
274450,West Bend-Mallard,11271,0.0,0.9,10.3,0.0,83.6,0.0,5.2,116.0,116.0,0.466,8.75,0,1,12914,-7.0,24,8,33.300000000000004
274474,Webster City,11272,0.2,5.1,20.4,0.2,69.8,0.0,4.3,587.0,587.0,0.308,15.99,0,1,13222,0.0,24,13,54.2
274498,West Branch,11273,0.0,0.4,4.7,0.9,88.9,0.9,4.3,235.0,235.0,0.196,11.42,0,1,34492,0.4782608695652174,24,12,50.0
274522,Waverly-Shell Rock,11274,0.1,0.7,3.6,1.8,90.6,0.0,3.3,731.0,731.0,0.182,15.27,0,1,12332,0.5416666666666666,25,13,52.0
274547,Waukee,11275,0.1,4.4,6.2,4.1,79.8,0.0,5.4,981.0,490.0,0.12,15.7,0,1,19395,1.48,26,13,50.0
274573,West Burlington,11276,0.0,3.2,6.9,6.3,73.2,0.0,10.3,504.0,293.0,0.411,16.35,0,1,10127,2.5,19,9,47.4
274592,West Central,11277,0.0,0.0,3.5,4.7,89.5,0.0,2.3,86.0,86.0,0.523,6.78,1,1,18139,-19.8125,20,3,15.0
274612,West Central Valley,11278,,,,,,,,,,,,0,0,,-20.285714285714285,19,2,10.5
274631,West Fork,11279,,,,,,,,,,,,0,0,,-4.2272727272727275,23,10,43.5
274654,West Delaware,11280,0.6,1.2,2.9,1.2,92.4,0.2,1.4,486.0,486.0,0.245,14.03,0,1,14032,2.2857142857142856,22,10,45.5
274676,West Harrison,11281,0.0,0.0,3.3,0.0,94.7,0.0,2.0,151.0,85.0,0.311,20.97,0,1,19258,20.74074074074074,29,23,79.3
274705,West Hancock,11282,0.0,0.6,16.0,1.8,79.9,0.0,1.8,169.0,169.0,0.355,11.03,0,1,13348,-5.0,26,8,30.8
274731,West Lyon,11283,0.0,0.7,5.9,0.0,92.2,0.0,1.3,307.0,307.0,0.251,14.87,0,1,11705,-1.85,26,8,30.8
274757,West Liberty,11284,,,,,,,,,,,,0,0,,-15.782608695652174,24,4,16.7
274781,West Monona,11285,4.0,0.5,2.5,1.5,85.0,0.0,6.5,200.0,200.0,0.46,12.68,0,1,13618,0.36363636363636365,24,12,50.0
274805,Western Dubuque,11286,0.1,0.1,2.6,1.5,92.9,0.1,2.7,935.0,935.0,0.227,16.12,0,1,12280,-0.8636363636363636,23,8,34.8
274828,West Marshall,11287,0.0,0.6,8.2,0.6,89.7,0.0,0.9,319.0,319.0,0.204,16.25,0,1,12618,-7.045454545454546,22,8,36.4
274850,Westwood,11288,0.0,0.4,10.0,0.0,84.6,0.0,5.0,279.0,191.0,0.312,15.63,0,1,13910,-8.428571428571429,22,6,27.3
274872,Whiting,11289,2.2,1.1,9.0,0.0,83.1,0.0,4.5,89.0,64.0,0.573,6.45,0,1,16469,-51.666666666666664,20,0,0.0
274892,Western Christian,11290,,,,,,,,,,,,0,0,,22.04,26,21,80.80000000000001
274918,Williamsburg,11291,0.0,0.0,8.7,0.7,88.1,0.0,2.4,573.0,388.0,0.22,12.55,0,1,14637,13.25,25,19,76.0
274943,Wilton,11292,0.0,1.0,7.9,0.5,88.4,0.0,2.0,406.0,259.0,0.227,13.59,0,1,15286,8.391304347826088,23,16,69.6
274966,Woodbine,11293,0.7,1.0,3.1,0.0,93.9,0.0,1.4,295.0,137.0,0.349,13.02,0,1,15487,0.6666666666666666,25,11,44.0
274991,Winfield-Mt. Union,11294,0.9,0.0,9.2,0.4,86.4,0.0,3.1,228.0,132.0,0.509,11.97,0,1,14500,21.391304347826086,23,21,91.3
275014,West Sioux,11295,1.5,0.4,35.6,0.4,60.6,0.0,1.5,264.0,264.0,0.557,12.3,0,1,15562,9.136363636363637,24,14,58.3
275038,Winterset,11296,0.0,0.2,3.5,0.2,93.9,0.2,2.1,574.0,574.0,0.312,16.3,0,1,15419,9.576923076923077,29,20,69.0
275067,Woodbury Central,11297,0.0,0.0,1.6,0.0,96.7,0.0,1.6,184.0,184.0,0.255,10.65,0,1,14568,4.458333333333333,25,15,60.0
275092,Xavier,11298,0.0,2.5,3.2,2.8,89.1,0.2,2.2,635.0,635.0,,14.56,1,1,,-0.7391304347826086,23,11,47.8
275115,Woodward Academy,11299,3.8,0.0,13.9,38.0,38.4,0.8,5.1,237.0,220.0,,10.3,1,1,,-34.38095238095238,26,2,7.7
275141,Woodward-Granger,11300,0.0,0.0,3.8,2.1,92.4,0.0,1.7,236.0,236.0,0.14,11.46,0,1,14804,-23.133333333333333,20,0,0.0
275161,Altoona-Midway,11301,1.1,0.0,4.3,0.0,87.0,0.0,7.6,92.0,58.0,0.641,11.95,0,0,20465,-8.095238095238095,21,6,28.599999999999998
275182,Ashland,11302,,,,,,,,,,,,0,0,,-4.9523809523809526,21,7,33.300000000000004
275203,Atchison-Maur Hill-Mount Academy,11303,0.0,18.5,2.7,2.2,75.0,0.0,1.6,184.0,184.0,,10.17,1,1,,-3.875,17,6,35.3
275220,Argonia,11304,0.0,0.0,9.3,3.5,84.9,0.0,2.3,86.0,46.0,0.419,8.19,0,0,19131,-29.416666666666668,14,0,0.0
275234,Atchison,11305,1.4,0.2,4.5,10.8,72.8,0.0,10.3,426.0,426.0,0.577,11.06,0,0,13966,1.1428571428571428,21,12,57.099999999999994
275255,Augusta,11306,0.6,0.9,6.9,0.6,86.8,0.0,4.2,642.0,642.0,0.321,15.29,0,0,12451,-6.0476190476190474,24,7,29.2
275279,Arkansas City,11307,2.3,0.4,30.1,2.7,56.4,1.2,6.9,816.0,816.0,0.548,12.69,0,0,13509,-12.047619047619047,21,3,14.299999999999999
275300,Axtell,11308,0.0,0.0,4.7,0.0,93.0,0.0,2.3,43.0,43.0,0.279,7.96,0,0,12979,-0.8260869565217391,23,12,52.2
275323,Attica,11309,0.0,0.0,5.7,0.0,92.5,0.0,1.9,53.0,53.0,0.34,6.39,0,0,18012,9.863636363636363,25,15,60.0
275348,Anderson County,11310,0.7,2.1,3.0,1.1,92.6,0.0,0.5,435.0,301.0,0.384,12.65,0,0,15775,2.9523809523809526,24,10,41.699999999999996
275372,Andover,11311,0.2,6.3,7.3,2.3,78.7,0.1,5.2,970.0,970.0,0.102,18.48,0,0,10556,12.590909090909092,22,17,77.3
275394,Baxter Springs,11312,6.8,0.5,2.8,1.5,82.6,1.0,4.8,396.0,253.0,0.601,13.61,0,0,14090,-13.0,20,3,15.0
275414,Andover Central,11313,0.3,4.3,8.7,4.4,75.3,0.2,6.8,893.0,851.0,0.124,18.67,0,0,10556,12.863636363636363,22,18,81.8
275436,Abilene,11314,0.7,0.4,10.0,1.1,84.4,0.0,3.3,448.0,440.0,0.397,15.72,0,0,13159,9.347826086956522,23,16,69.6
275459,Andale,11315,0.3,0.5,6.2,0.3,91.1,0.0,1.6,369.0,369.0,0.106,14.03,0,0,20176,10.148148148148149,29,19,65.5
275488,Atchison County,11316,0.4,0.4,1.5,0.0,95.8,0.0,1.9,260.0,173.0,0.346,12.09,0,0,16757,-1.3478260869565217,23,12,52.2
275511,Basehor-Linwood,11317,0.1,1.2,10.0,1.0,83.3,0.0,4.4,819.0,819.0,0.121,17.86,0,0,15442,21.19047619047619,22,18,81.8
275533,Baldwin,11318,1.0,1.0,4.0,2.0,84.2,0.0,7.8,399.0,399.0,0.248,12.79,0,0,12738,-10.714285714285714,21,8,38.1
275554,Belle Plaine,11319,,,,,,,,,,,,0,0,,-13.952380952380953,22,4,18.2
275576,Bennington,11320,0.0,0.0,5.3,0.5,88.9,0.0,5.3,207.0,130.0,0.3,14.58,0,0,14794,1.2272727272727273,22,13,59.099999999999994
275598,Berean Academy,11321,0.0,0.7,4.8,0.3,93.4,0.0,0.7,303.0,105.0,,10.82,1,1,,-0.18181818181818182,23,13,56.49999999999999
275621,Beloit,11322,0.0,0.9,3.1,1.8,92.3,0.0,1.8,326.0,210.0,0.371,9.53,0,0,23026,9.090909090909092,22,15,68.2
275643,Bishop Miege,11323,0.0,1.1,5.7,3.4,79.6,0.0,10.2,88.0,11.0,,5.57,1,1,,14.6,26,19,73.1
275669,Bishop Seabury Academy,11324,1.8,9.6,2.3,5.0,65.3,0.0,16.0,219.0,132.0,,9.91,1,1,,-12.047619047619047,21,3,14.299999999999999
275690,Bishop Carroll,11325,0.2,6.2,21.5,0.3,68.5,0.0,3.4,1153.0,1153.0,,16.64,1,1,,-3.8095238095238093,21,8,38.1
275711,Blue Valley,11326,0.0,0.0,5.6,2.8,87.5,0.0,4.2,72.0,72.0,0.264,10.43,0,0,17967,2.0434782608695654,24,11,45.800000000000004
275735,Bishop Ward,11327,0.0,3.6,74.1,10.6,11.0,0.3,0.3,301.0,301.0,,11.03,1,1,,13.0,21,16,76.2
275756,Blue Valley,11328,0.3,10.0,7.1,2.4,75.3,0.3,4.8,1487.0,1487.0,0.062,17.94,0,0,18427,-1.6,24,10,41.699999999999996
275780,Blue Valley Northwest,11329,0.1,15.6,7.1,5.0,67.8,0.1,4.4,1569.0,1569.0,0.08,19.06,0,0,18427,9.08,25,21,84.0
275805,Blue Ridge Christian,11330,,,,,,,,,,,,0,0,,-9.92,25,8,32.0
275830,Bluestem,11331,0.0,0.0,5.8,0.0,90.3,0.0,3.9,258.0,162.0,0.5,16.65,0,0,15573,-3.7777777777777777,18,8,44.4
275848,Blue Valley North,11332,0.5,13.1,8.1,6.4,66.8,0.0,5.1,1531.0,1530.0,0.101,17.42,0,0,18427,3.7,27,12,44.4
275875,Blue Valley West,11333,0.5,18.9,5.7,2.8,67.4,0.1,4.5,1654.0,1654.0,0.053,17.9,0,0,18427,8.31578947368421,25,13,52.0
275900,Blue Valley Southwest,11334,0.2,8.0,4.9,1.2,81.1,0.0,4.5,1071.0,1071.0,0.031,16.92,0,0,18427,10.583333333333334,29,16,55.2
275929,Brewster,11335,0.0,0.0,9.8,0.0,90.2,0.0,0.0,51.0,51.0,0.431,8.12,0,0,17791,-1.1666666666666667,9,3,33.300000000000004
275938,Bonner Springs,11336,0.5,0.7,21.8,12.2,57.4,0.0,7.4,802.0,802.0,0.43,14.81,0,0,14038,7.333333333333333,21,12,57.099999999999994
275959,Bucklin,11337,0.0,0.0,9.6,1.4,83.6,0.0,5.5,73.0,73.0,0.37,9.54,0,0,15776,12.0,27,20,74.1
275986,Buhler,11338,0.0,0.5,8.8,1.4,87.6,0.2,1.7,660.0,658.0,0.285,18.33,0,0,12103,6.217391304347826,23,18,78.3
276009,Burlingame,11339,0.0,0.0,2.1,2.1,93.0,0.0,2.8,143.0,87.0,0.476,14.02,0,0,15246,17.347826086956523,23,17,73.9
276032,Burrton,11340,0.0,0.0,9.6,1.8,86.0,0.0,2.6,114.0,73.0,0.491,8.77,0,0,21680,-16.0,21,4,19.0
276053,Caldwell,11341,0.0,0.0,10.9,0.0,80.0,0.0,9.1,110.0,60.0,0.545,7.75,0,0,19008,2.35,23,13,56.49999999999999
276076,Burlington,11342,0.8,0.0,4.5,0.0,88.7,0.0,6.0,266.0,264.0,0.35,11.57,0,0,23797,10.181818181818182,22,14,63.6
276098,Caney Valley,11343,0.0,0.0,0.0,0.0,75.0,0.0,25.0,4.0,4.0,0.0,1.33,1,0,13819,5.388888888888889,20,10,50.0
276118,Cair Paravel,11344,,,,,,,,384.0,86.0,,9.26,1,1,,13.3,21,16,76.2
276139,Canton-Galva,11345,0.0,0.0,8.7,0.0,88.1,0.0,3.2,126.0,84.0,0.381,10.24,0,0,16792,8.571428571428571,21,11,52.400000000000006
276160,Central Christian Academy,11346,0.9,2.4,5.2,5.7,81.4,0.0,4.4,458.0,41.0,,10.11,1,1,,-22.22222222222222,9,1,11.1
276169,Central,11347,0.7,0.0,6.9,0.0,86.8,0.0,5.6,144.0,92.0,0.639,8.83,0,0,15821,-12.571428571428571,24,4,16.7
276193,Central Christian,11348,5.0,1.0,5.5,3.5,85.0,0.0,0.0,200.0,69.0,,7.55,1,1,,-3.238095238095238,23,9,39.1
276216,Cedar Vale/Dexter,11349,4.5,0.0,9.1,0.0,75.8,0.0,10.6,66.0,42.0,0.636,7.5,0,0,17786,13.0,20,13,65.0
276236,Centralia,11350,0.0,0.0,1.6,0.0,95.3,0.0,3.1,127.0,80.0,0.087,10.16,0,0,13135,1.3636363636363635,22,12,54.50000000000001
276258,Central Plains,11351,0.8,0.0,6.8,0.0,89.0,0.0,3.4,118.0,71.0,0.5,8.31,0,0,14072,-20.434782608695652,23,4,17.4
276281,Central Heights,11352,0.0,0.7,6.5,0.4,90.6,0.0,1.8,276.0,155.0,0.46,12.11,0,0,17722,-5.7,20,7,35.0
276301,Centre,11353,,,,,,,,,,,,0,0,8681,-2.2,20,9,45.0
276321,Chaparral,11354,1.2,0.0,12.1,0.3,81.3,0.0,5.1,331.0,211.0,0.55,12.21,0,0,16716,5.318181818181818,22,13,59.099999999999994
276343,Chanute,11355,1.0,0.7,8.8,1.4,84.0,0.0,4.1,581.0,581.0,0.597,18.39,0,0,16834,-5.136363636363637,23,6,26.1
276366,Chase,11356,0.0,0.0,12.2,0.0,87.8,0.0,0.0,41.0,41.0,0.829,6.61,0,0,19484,-12.6,20,7,35.0
276386,Cheney,11357,0.0,0.0,8.7,0.4,87.7,0.0,3.2,252.0,252.0,0.282,10.86,0,0,13248,27.333333333333332,25,23,92.0
276411,Chase County,11358,0.0,0.0,5.7,0.0,89.2,0.0,5.1,158.0,107.0,0.348,10.8,0,0,18196,5.208333333333333,28,12,42.9
276439,Cherryvale,11359,1.4,0.3,8.1,1.0,83.4,0.0,5.7,296.0,213.0,0.618,9.58,0,0,14522,12.84,26,16,61.5
276465,Chapman,11360,0.3,0.6,5.5,2.6,88.8,0.0,2.3,348.0,347.0,0.333,12.34,0,0,14148,-26.35,20,0,0.0
276485,Chetopa,11361,12.7,0.0,2.8,0.0,77.5,0.0,7.0,71.0,42.0,0.718,7.88,0,0,17111,-41.285714285714285,16,0,0.0
276501,Cimarron,11362,1.0,0.3,28.4,0.3,68.3,0.0,1.7,303.0,212.0,0.363,10.79,0,0,15730,-8.428571428571429,21,5,23.799999999999997
276522,Clay Center,11363,1.2,0.3,2.9,0.0,92.7,0.0,2.9,341.0,341.0,0.37,14.57,0,0,18103,-0.7619047619047619,21,9,42.9
276543,Classical,11364,,,,,,,,,,,,0,0,,12.454545454545455,22,16,72.7
276565,Circle,11365,0.9,1.2,3.6,1.0,90.0,0.0,3.3,581.0,581.0,0.253,17.45,0,0,16619,4.714285714285714,23,11,47.8
276588,Colby,11366,0.0,0.3,12.5,0.0,85.0,0.0,2.1,287.0,287.0,0.289,18.22,0,0,13726,-5.809523809523809,22,8,36.4
276610,Clearwater,11367,1.7,0.3,5.8,0.3,89.7,0.0,2.2,359.0,350.0,0.245,13.57,0,0,12888,-0.5714285714285714,22,12,54.50000000000001
276632,Columbus,11368,0.4,0.0,4.9,0.7,87.6,0.0,6.4,267.0,267.0,0.423,12.14,0,0,17702,1.4761904761904763,21,14,66.7
276653,Clifton-Clyde,11369,0.0,1.1,2.3,0.0,96.6,0.0,0.0,87.0,87.0,0.287,6.81,0,0,16636,12.772727272727273,22,15,68.2
276675,Concordia,11370,1.0,0.0,5.8,0.8,90.3,0.0,2.1,486.0,315.0,0.465,12.86,0,0,18477,7.904761904761905,21,14,66.7
276696,Collegiate,11371,0.0,2.2,1.5,2.8,93.5,0.0,0.0,540.0,303.0,,11.54,1,1,,5.545454545454546,24,15,62.5
276720,Conway Springs,11372,0.0,0.0,3.6,0.7,90.0,0.0,5.7,140.0,139.0,0.236,9.69,0,0,25699,6.0,22,14,63.6
276742,Council Grove,11373,0.3,0.0,8.5,0.3,87.2,0.0,3.7,352.0,232.0,0.392,11.85,0,0,16767,6.695652173913044,23,14,60.9
276765,Cornerstone Family,11374,,,,,,,,,,,,0,0,,-2.2962962962962963,27,13,48.1
276792,Crest,11375,0.0,0.0,1.3,0.0,93.7,0.0,5.1,79.0,78.0,0.316,13.72,0,0,15451,-0.047619047619047616,22,11,50.0
276814,Cunningham,11376,,,,,,,,,,,,0,0,,9.227272727272727,22,13,59.099999999999994
276836,Decatur Community,11377,0.0,0.0,5.1,0.0,92.0,0.0,2.9,138.0,94.0,0.399,8.63,0,0,13267,-37.857142857142854,23,0,0.0
276859,De Soto,11378,0.2,0.5,13.6,2.2,80.8,0.0,2.7,976.0,976.0,0.161,16.39,0,0,17155,11.2,25,20,80.0
276884,Deerfield,11379,0.0,0.0,48.0,0.0,50.0,0.0,2.0,50.0,50.0,0.78,17.24,0,0,19703,-33.95238095238095,21,3,14.299999999999999
276905,Dighton,11380,0.0,0.0,1.0,0.0,98.0,0.0,1.0,100.0,57.0,0.51,10.75,0,0,16645,9.409090909090908,22,15,68.2
276927,Derby,11381,1.2,4.1,15.2,5.3,66.4,0.2,7.6,2136.0,2136.0,0.426,17.28,0,0,20934,2.6363636363636362,22,14,63.6
276949,Doniphan West,11382,2.7,0.0,2.1,0.7,93.2,0.0,1.4,146.0,86.0,0.356,11.23,0,0,20419,-10.9,20,7,35.0
276969,Dodge City,11383,0.2,1.2,79.9,2.2,15.6,0.0,0.9,2045.0,2015.0,0.774,19.61,0,0,14962,14.91304347826087,23,19,82.6
276992,El Dorado,11384,0.6,0.0,7.3,2.5,81.3,0.0,8.3,482.0,482.0,0.485,13.65,0,0,14432,5.0,22,14,63.6
277014,Douglass,11385,2.3,0.9,6.4,2.3,82.6,0.0,5.5,219.0,198.0,0.288,10.99,0,0,14450,-15.095238095238095,21,5,23.799999999999997
277035,East,11386,0.6,10.0,35.9,19.0,27.0,0.5,7.0,2237.0,2237.0,0.775,15.7,0,0,15153,-14.80952380952381,21,4,19.0
277056,Eisenhower,11387,1.2,2.3,9.6,1.4,81.1,0.0,4.4,960.0,957.0,0.172,18.01,0,0,12331,-11.619047619047619,21,6,28.599999999999998
277077,Ellinwood,11388,0.0,0.0,8.1,0.0,83.8,0.0,8.1,136.0,136.0,0.316,11.06,0,0,15320,22.47826086956522,23,20,87.0
277100,Ellis,11389,0.0,0.0,4.4,0.0,92.3,0.0,3.3,182.0,128.0,0.313,8.27,0,0,13590,-3.7142857142857144,21,7,33.300000000000004
277121,Elkhart,11390,0.3,1.5,17.3,5.2,65.6,0.1,9.9,1421.0,538.0,0.002,36.91,0,0,6362,9.333333333333334,21,14,66.7
277142,Ell-Saline,11391,1.0,0.5,10.7,1.5,84.8,0.0,1.5,197.0,128.0,0.371,14.49,0,0,13917,-13.409090909090908,22,3,13.600000000000001
277164,Emporia,11392,0.4,2.1,48.7,1.6,42.6,0.1,4.4,1461.0,1314.0,0.515,18.97,0,0,25649,-13.681818181818182,23,4,17.4
277187,Elyria Christian,11393,0.0,1.0,2.6,2.6,90.7,0.5,2.6,193.0,68.0,,11.09,1,1,,10.142857142857142,24,14,58.3
277211,Ellsworth,11394,0.7,1.0,6.8,0.7,88.4,0.0,2.4,293.0,195.0,0.307,13.63,0,0,15719,-2.380952380952381,23,8,34.8
277234,Erie,11395,,,,,,,,,,,,0,0,,12.409090909090908,22,18,81.8
277256,Eudora,11396,0.9,1.3,5.8,0.9,86.2,0.2,4.7,535.0,535.0,0.23,16.43,0,0,12990,14.772727272727273,24,18,75.0
277280,Eureka,11397,0.7,0.0,8.0,0.0,85.3,0.0,5.9,286.0,192.0,0.483,10.67,0,0,24839,-30.72,25,2,8.0
277305,Fairfield,11398,0.4,0.7,9.5,1.1,85.2,0.0,3.2,284.0,79.0,0.514,10.68,0,0,21168,-9.45,20,6,30.0
277325,Field Kindley,11399,4.3,0.0,13.0,4.3,30.4,0.0,47.8,23.0,23.0,0.13,0.0,0,0,13528,-9.157894736842104,19,6,31.6
277344,Faith Christian Academy,11400,0.7,1.4,2.4,3.1,92.4,0.0,0.0,307.0,67.0,,6.18,1,1,,5.896551724137931,29,19,65.5
277373,Flinthills,11401,,,,,,,,,,,,0,0,28190,-6.555555555555555,20,6,30.0
277393,Fort Scott,11402,0.7,1.4,5.3,4.4,83.8,0.4,3.9,563.0,563.0,0.48,13.06,0,0,13843,-10.25,20,3,15.0
277413,Flint Hills Christian,11403,1.4,0.0,2.2,3.6,89.1,0.0,3.6,151.0,30.0,,8.85,1,1,,-5.913043478260869,23,11,47.8
277436,Fowler,11404,0.0,0.0,44.7,0.0,55.3,0.0,0.0,47.0,22.0,0.596,10.44,0,0,19963,-12.181818181818182,11,3,27.3
277447,Fredonia,11405,0.4,0.4,4.3,1.1,92.1,0.0,1.8,277.0,180.0,0.491,11.31,0,0,15336,-19.352941176470587,19,2,10.5
277466,Frankfort,11406,0.0,0.0,1.6,0.0,96.0,0.0,2.4,125.0,85.0,0.216,9.19,0,0,13135,8.181818181818182,22,15,68.2
