,Team 1,Team 1 Label,num boys Sports,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Private School,MV,Total Games,Total Wins,Win Percentage
9298,Trinity,9299,7.0,0.0,0.0,1.2,0.0,97.6,0.0,1.2,84.0,84.0,11.51,1,1,1.0,-0.8064516129032258,32,16,50.0
9299,University Heights,9300,5.0,0.5,6.6,1.0,9.1,82.4,0.0,0.5,447.0,149.0,9.71,1,1,1.0,1.4583333333333333,24,9,37.5
9300,Walden,9301,4.0,0.0,6.8,4.5,6.2,81.5,0.0,1.0,292.0,89.0,6.97,1,1,1.0,-33.1,13,1,7.7
9314,Whitefield Academy,9315,6.0,0.2,1.4,4.7,2.2,88.9,0.2,2.4,495.0,495.0,13.38,1,1,1.0,-16.40909090909091,22,7,31.8
9324,Admiral Farragut,9325,12.0,0.2,7.8,9.7,15.3,59.6,0.0,7.4,515.0,292.0,11.3,1,1,1.0,4.7,20,11,55.00000000000001
9327,Altamonte Christian,9328,8.0,0.7,0.3,8.2,13.1,63.8,2.1,11.7,304.0,65.0,14.54,1,1,1.0,-3.090909090909091,23,10,43.5
9330,American Heritage,9331,13.0,4.0,9.9,23.0,9.9,48.0,0.0,5.0,2802.0,1518.0,10.28,1,1,1.0,6.105263157894737,19,13,68.4
9332,Aletheia Christian Academy,9333,5.0,0.0,0.4,11.7,6.7,75.8,1.7,3.8,254.0,66.0,14.12,1,1,1.0,-37.57142857142857,14,0,0.0
9337,Archbishop Carroll,9338,8.0,0.0,2.3,82.6,2.6,4.9,0.0,7.6,264.0,264.0,12.34,1,1,1.0,11.681818181818182,22,16,72.7
9341,Archbishop McCarthy,9342,13.0,0.2,3.0,53.1,7.5,28.6,0.2,7.4,1697.0,1697.0,20.95,1,1,1.0,0.72,25,14,56.00000000000001
9342,Atlantic Christian,9343,11.0,0.0,1.1,31.2,31.2,31.2,0.0,5.2,638.0,106.0,8.62,1,1,1.0,7.388888888888889,18,12,66.7
9348,Aucilla Christian,9349,8.0,1.0,1.7,1.7,1.7,92.5,1.4,0.0,326.0,103.0,11.1,1,1,1.0,-10.478260869565217,23,6,26.1
9358,Bayshore Christian,9359,9.0,2.3,5.3,18.7,8.2,51.5,1.2,12.9,217.0,53.0,8.55,1,1,1.0,6.583333333333333,24,11,45.8
9361,Beacon of Hope Christian,9362,5.0,0.0,0.0,8.7,43.5,40.6,0.0,7.2,69.0,18.0,7.34,1,1,1.0,9.416666666666666,13,9,69.19999999999999
9362,Beaches Chapel,9363,7.0,0.0,3.0,3.8,0.8,88.5,0.0,3.8,235.0,66.0,12.18,1,1,1.0,-23.857142857142858,21,3,14.3
9365,Belen Jesuit,9366,15.0,0.0,0.8,91.8,1.2,4.9,0.0,1.3,1376.0,851.0,10.83,1,1,1.0,10.0,26,18,69.19999999999999
9369,Berean Christian,9370,12.0,0.0,2.9,21.1,24.0,47.0,0.0,5.1,691.0,205.0,12.96,1,1,1.0,-1.4166666666666667,24,10,41.7
9370,Berkeley Prep,9371,13.0,0.1,13.6,5.5,2.8,65.9,0.0,12.1,1385.0,637.0,10.24,1,1,1.0,3.827586206896552,29,20,69.0
9372,Bishop McLaughlin Catholic,9373,10.0,0.9,4.6,20.4,4.6,67.8,1.6,0.0,323.0,319.0,12.42,1,1,1.0,-19.88888888888889,18,3,16.7
9373,Bishop Verot,9374,15.0,0.4,3.1,16.2,3.2,72.3,0.0,4.8,715.0,715.0,13.34,1,1,1.0,-1.2307692307692308,26,13,50.0
9374,Bishop Snyder,9375,12.0,0.8,10.3,11.2,8.5,61.2,0.8,7.2,400.0,400.0,9.73,1,1,1.0,0.4074074074074074,27,14,51.9
9375,Bishop Moore,9376,14.0,0.1,7.1,30.6,5.7,51.6,0.2,4.8,1445.0,1445.0,15.95,1,1,1.0,-1.16,25,14,56.00000000000001
9384,Bolles,9385,12.0,0.3,10.7,5.2,4.7,79.2,0.0,0.0,1030.0,773.0,10.56,1,1,1.0,1.7407407407407407,27,11,40.7
9395,Bradenton Christian,9396,12.0,0.0,1.4,8.0,4.0,75.4,0.0,11.3,821.0,263.0,12.76,1,1,1.0,15.133333333333333,30,24,80.0
9402,Brunswick Christian Academy,9403,,0.0,2.4,4.0,24.2,65.3,1.6,2.4,124.0,26.0,7.56,1,1,1.0,-9.666666666666666,17,5,29.4
9403,Buchholz,9404,13.0,0.0,1.7,13.4,19.3,65.5,0.0,0.0,290.0,60.0,24.17,1,1,1.0,0.3703703703703703,27,13,48.1
9406,Calvary Christian Academy,9407,5.0,2.1,4.7,10.3,24.4,52.1,1.3,5.1,257.0,26.0,11.94,1,1,1.0,-3.809523809523809,21,6,28.6
9408,Candlelight Christian Academy,9409,3.0,0.5,0.0,23.8,29.1,42.3,0.0,4.2,189.0,51.0,13.5,1,1,1.0,6.333333333333333,12,7,58.3
9412,Cambridge Christian,9413,10.0,0.7,3.6,21.1,6.0,66.6,0.4,1.7,834.0,834.0,13.9,1,1,1.0,2.321428571428572,28,14,50.0
9413,Cardinal Mooney,9414,13.0,0.2,2.0,14.0,2.6,78.8,0.0,2.4,501.0,501.0,15.0,1,1,1.0,19.071428571428573,28,23,82.1
9414,Cardinal Gibbons,9415,14.0,0.4,1.1,20.9,14.7,58.2,0.2,4.5,1167.0,1167.0,16.12,1,1,1.0,8.74074074074074,27,20,74.1
9417,Carrollwood Day,9418,13.0,0.1,14.3,8.4,6.2,64.0,0.2,6.7,990.0,323.0,10.16,1,1,1.0,-3.3461538461538463,26,13,50.0
9418,Cedar Creek Christian,9419,7.0,0.0,1.5,6.1,47.3,45.0,0.0,0.0,270.0,88.0,11.91,1,1,1.0,-42.72727272727273,12,0,0.0
9419,Cardinal Newman,9420,13.0,0.4,1.6,28.3,13.5,56.0,0.2,0.0,495.0,495.0,10.31,1,1,1.0,2.56,25,13,52.0
9429,Chaminade-Madonna,9430,12.0,0.2,2.4,34.2,23.5,30.7,0.2,8.8,511.0,511.0,14.08,1,1,1.0,-1.5263157894736843,19,5,26.3
9432,Champagnat Catholic,9433,7.0,0.0,0.5,66.7,31.4,0.0,0.0,1.5,204.0,168.0,14.68,1,1,1.0,1.4074074074074074,27,12,44.4
9439,Classical Christian School for the Arts,9440,5.0,1.1,6.5,9.8,4.4,78.3,0.0,0.0,92.0,57.0,10.22,1,1,1.0,0.1538461538461538,15,5,33.300000000000004
9444,Clearwater Central Catholic,9445,11.0,0.2,3.6,18.4,2.5,70.3,0.5,4.3,553.0,553.0,15.62,1,1,1.0,-12.105263157894736,19,7,36.8
9455,Columbus,9456,15.0,0.1,0.6,84.7,3.8,10.7,0.1,0.0,1726.0,1726.0,15.02,1,1,1.0,19.272727272727277,33,30,90.9
9457,Community School of Naples,9458,11.0,0.0,6.5,4.1,1.4,82.8,0.1,5.2,838.0,320.0,8.52,1,1,1.0,10.73076923076923,27,18,66.7
9467,Covenant Christian,9468,6.0,0.0,1.7,2.5,2.5,90.8,2.5,0.0,139.0,21.0,7.63,1,1,1.0,-45.142857142857146,8,0,0.0
9469,Countryside Christian,9470,7.0,0.0,1.7,13.4,19.3,65.5,0.0,0.0,290.0,60.0,24.17,1,1,1.0,-11.470588235294118,18,5,27.800000000000004
9474,Cristo Rey Tampa,9475,4.0,0.0,1.7,62.7,26.0,5.6,3.4,0.6,177.0,177.0,11.57,1,1,1.0,-7.8,11,4,36.4
9478,Cushman,9479,6.0,0.6,3.4,48.7,3.4,33.3,0.6,9.9,697.0,105.0,6.93,1,1,1.0,-38.0,7,0,0.0
9485,David Posnack Jewish Day,9486,11.0,0.0,0.0,46.9,15.2,37.9,0.0,0.0,145.0,68.0,8.53,1,1,1.0,9.1875,17,11,64.7
9494,Divine Savior Academy,9495,7.0,0.0,1.6,93.6,1.0,3.8,0.0,0.0,989.0,349.0,11.04,1,1,1.0,13.636363636363637,22,15,68.2
9498,Donahue Catholic,9499,7.0,0.0,0.8,29.2,3.6,57.9,0.0,8.5,262.0,66.0,12.67,1,1,1.0,7.833333333333333,18,12,66.7
9501,Donna Klein Jewish Academy,9502,9.0,0.0,0.5,1.3,0.3,97.9,0.0,0.0,376.0,376.0,7.23,1,1,1.0,1.85,20,10,50.0
9505,Downey Christian,9506,6.0,0.4,9.5,61.7,13.3,15.2,0.0,0.0,264.0,78.0,14.67,1,1,1.0,-5.709677419354839,32,11,34.4
9512,East Hill Christian,9513,6.0,1.9,1.4,5.0,11.5,77.5,1.6,1.1,398.0,108.0,11.27,1,1,1.0,-20.363636363636363,13,1,7.7
9513,Eagle's View,9514,8.0,0.0,1.8,3.0,18.8,70.8,0.0,5.6,336.0,132.0,16.08,1,1,1.0,12.5,22,15,68.2
9522,Elite Prep Academy,9523,2.0,0.0,0.0,84.9,13.4,1.7,0.0,0.0,434.0,35.0,14.58,1,1,1.0,-1.2105263157894737,19,8,42.1
9524,Elfers Christian,9525,8.0,0.0,1.3,18.7,2.7,73.3,0.9,3.1,285.0,64.0,12.1,1,1,1.0,12.9375,18,10,55.60000000000001
9525,Edison,9526,10.0,0.0,0.0,2.7,95.9,0.0,0.0,1.4,223.0,34.0,14.67,1,1,1.0,9.105263157894736,19,12,63.2
9526,Emmanuel Christian,9527,6.0,0.0,0.8,1.1,15.0,81.7,0.0,1.4,401.0,110.0,16.83,1,1,1.0,-19.071428571428573,14,4,28.6
9527,Edgewater,9528,16.0,0.1,7.1,30.6,5.7,51.6,0.2,4.8,1445.0,1445.0,15.95,1,1,1.0,0.1785714285714285,28,14,50.0
9530,Episcopal School of Jacksonville,9531,12.0,0.2,4.4,3.3,7.6,81.3,0.1,3.0,900.0,585.0,9.67,1,1,1.0,5.592592592592593,28,15,53.6
9532,Evangelical Christian,9533,10.0,0.6,4.2,11.8,7.6,75.5,0.4,0.0,1023.0,215.0,14.68,1,1,1.0,-0.2592592592592592,27,15,55.60000000000001
9540,Excel Christian Academy,9541,6.0,0.0,0.0,23.5,16.6,58.5,0.0,1.4,432.0,59.0,10.66,1,1,1.0,-3.96,25,12,48.0
9543,Family Christian Academy,9544,4.0,0.0,1.8,16.9,1.8,73.5,0.0,6.0,166.0,55.0,7.87,1,1,1.0,-25.0,6,2,33.300000000000004
9546,Faith Christian,9547,9.0,0.7,4.7,14.5,15.8,57.0,1.2,6.2,878.0,178.0,11.15,1,1,1.0,5.7407407407407405,28,16,57.1
9551,Father Lopez,9552,12.0,0.3,5.6,14.2,10.0,60.2,0.0,9.8,359.0,359.0,9.97,1,1,1.0,-3.227272727272727,24,6,25.0
9553,First Baptist Christian Academy,9554,8.0,0.2,3.0,7.0,25.3,58.8,0.5,5.2,453.0,77.0,12.83,1,1,1.0,-19.90909090909091,13,4,30.8
9554,First Academy,9555,11.0,0.0,2.6,8.6,8.6,72.9,0.2,7.2,502.0,152.0,13.21,1,1,1.0,-8.714285714285714,21,8,38.1
9557,First Christian,9558,7.0,0.6,1.1,7.6,2.5,86.7,0.0,1.4,462.0,50.0,13.21,1,1,1.0,-8.38888888888889,20,8,40.0
9558,First Coast Christian,9559,9.0,0.4,4.7,16.6,34.2,37.0,1.0,6.1,583.0,108.0,12.74,1,1,1.0,-20.352941176470587,17,1,5.9
9561,Florida Christian,9562,12.0,0.1,0.6,84.7,3.8,10.7,0.1,0.0,1726.0,1726.0,15.02,1,1,1.0,4.448275862068965,29,17,58.6
9566,Florida College Academy,9567,4.0,0.0,1.1,12.7,41.6,41.6,0.0,3.2,298.0,13.0,12.14,1,1,1.0,14.647058823529411,22,14,63.6
9567,Florida Prep,9568,13.0,,,,,,,,81.0,63.0,4.63,1,1,1.0,-25.692307692307693,15,2,13.3
9589,Gainesville Christian Community,9590,7.0,0.0,0.0,5.7,36.0,54.9,0.0,3.4,175.0,58.0,15.35,1,1,1.0,5.8,25,18,72.0
9594,Geneva,9595,10.0,0.6,6.6,7.5,2.9,77.1,0.0,5.4,542.0,150.0,8.58,1,1,1.0,2.375,18,7,38.9
9595,Geneva Classical Academy,9596,8.0,0.0,5.3,4.7,5.3,78.2,0.6,5.9,179.0,30.0,9.44,1,1,1.0,11.647058823529411,18,12,66.7
9599,Glades Day,9600,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,254.0,95.0,6.86,1,1,1.0,-11.363636363636363,22,6,27.3
9602,Grace Christian,9603,6.0,0.0,0.0,17.1,2.8,69.6,0.0,10.5,181.0,51.0,12.66,1,1,1.0,-17.916666666666668,15,1,6.7
9603,Grandview Prep,9604,8.0,0.0,0.4,5.9,8.0,85.7,0.0,0.0,256.0,100.0,6.25,1,1,1.0,-0.1111111111111111,12,4,33.300000000000004
9611,Gulf Coast HEAT,9612,5.0,0.2,2.0,14.0,2.6,78.8,0.0,2.4,501.0,501.0,15.0,1,1,1.0,7.041666666666667,24,13,54.2
9615,Halifax Academy,9616,5.0,0.0,0.0,1.6,78.0,20.3,0.0,0.0,123.0,82.0,14.64,1,1,1.0,9.51851851851852,27,21,77.8
9616,Gulliver Prep,9617,14.0,0.1,2.9,48.2,2.8,42.6,0.9,2.6,785.0,785.0,8.68,1,1,1.0,3.9615384615384617,26,12,46.2
9623,Hebrew Academy,9624,8.0,0.0,1.0,9.8,0.0,86.5,0.0,2.6,572.0,133.0,7.93,1,1,1.0,1.125,18,7,38.9
9624,Hart 2 Hart Academy,9625,6.0,1.5,0.0,21.4,9.2,62.8,0.0,5.1,218.0,35.0,12.25,1,1,1.0,-29.066666666666663,20,0,0.0
9625,Hernando Christian Academy,9626,8.0,0.3,4.5,15.7,7.7,67.6,0.0,4.2,321.0,105.0,10.54,1,1,1.0,-18.19047619047619,21,5,23.8
9626,Harvest Community,9627,6.0,0.0,1.4,6.8,54.0,32.4,0.0,5.4,389.0,111.0,13.81,1,1,1.0,-7.842105263157895,19,7,36.8
9630,Hialeah-Miami Lakes,9631,11.0,0.0,1.6,47.3,37.0,14.1,0.0,0.0,184.0,184.0,61.33,1,1,1.0,-31.8,10,0,0.0
9634,Highlands Christian,9635,11.0,0.6,1.2,25.4,28.3,44.1,0.4,0.0,578.0,111.0,13.94,1,1,1.0,-1.4137931034482758,29,13,44.8
9637,Hollywood Hills,9638,10.0,0.0,0.0,5.3,94.7,0.0,0.0,0.0,95.0,31.0,13.77,1,1,1.0,-4.533333333333333,17,5,29.4
9642,Holy Trinity Episcopal Academy,9643,13.0,0.2,8.5,8.2,4.1,71.7,1.9,5.5,892.0,393.0,11.64,1,1,1.0,9.419354838709678,31,19,61.3
9644,Hope Christian Academy,9645,6.0,0.0,0.0,2.9,1.0,88.0,0.0,8.2,265.0,55.0,13.51,1,1,1.0,15.851851851851851,28,20,71.39999999999999
9657,Indian Rocks Christian,9658,13.0,0.0,3.3,4.4,1.6,87.9,0.0,2.8,910.0,263.0,11.64,1,1,1.0,-17.0,24,3,12.5
9659,International Community,9660,10.0,0.0,3.2,11.0,1.6,79.8,0.3,4.2,391.0,102.0,19.64,1,1,1.0,7.55,20,13,65.0
9660,International Studies,9661,4.0,0.0,0.0,74.2,0.0,0.0,0.0,0.0,32.0,15.0,10.33,1,1,1.0,-11.272727272727272,22,6,27.3
9661,Inverness Christian Academy,9662,2.0,7.0,4.7,4.7,7.0,72.0,1.9,2.8,214.0,80.0,11.96,1,1,1.0,2.555555555555556,18,11,61.1
9669,Jesuit,9670,13.0,0.7,3.6,21.1,6.0,66.6,0.4,1.7,834.0,834.0,13.9,1,1,1.0,9.827586206896552,29,22,75.9
9670,Joshua Christian Academy,9671,2.0,0.0,0.0,0.6,98.8,0.6,0.0,0.0,379.0,43.0,13.09,1,1,1.0,7.142857142857143,8,5,62.5
9671,John Carroll Catholic,9672,13.0,0.0,2.2,27.6,9.3,58.0,0.3,2.5,355.0,355.0,14.2,1,1,1.0,15.555555555555555,27,22,81.5
9676,Katz Yeshiva,9677,8.0,0.0,0.5,1.3,0.3,97.9,0.0,0.0,376.0,376.0,7.23,1,1,1.0,7.615384615384615,15,8,53.3
9686,King's Academy,9687,13.0,0.2,6.3,19.3,7.0,64.9,0.0,2.3,1320.0,555.0,13.58,1,1,1.0,15.25925925925926,27,20,74.1
9688,LaSalle,9689,13.0,0.1,0.3,44.5,0.8,50.8,0.1,3.3,869.0,869.0,12.31,1,1,1.0,0.4166666666666667,24,10,41.7
9695,Lake Highland Prep,9696,13.0,0.0,22.7,4.1,6.5,66.6,0.0,0.0,1950.0,761.0,11.3,1,1,1.0,13.517241379310343,29,25,86.2
9696,Lake Mary Prep,9697,13.0,0.2,12.1,7.3,5.4,59.4,9.4,6.1,512.0,199.0,7.98,1,1,1.0,-19.952380952380956,21,2,9.5
9706,Lakeland Christian,9707,12.0,0.3,1.6,7.7,5.1,80.3,0.0,5.0,1090.0,373.0,12.57,1,1,1.0,-7.714285714285714,21,7,33.300000000000004
9715,Legacy Christian Academy,9716,6.0,0.0,0.0,7.3,12.2,80.5,0.0,0.0,41.0,13.0,4.56,1,1,1.0,-4.533333333333333,17,6,35.3
9725,Liberty Christian Prep,9726,7.0,1.3,1.7,15.4,17.5,64.1,0.0,0.0,274.0,43.0,15.6,1,1,1.0,-8.61111111111111,18,5,27.800000000000004
9726,Lighthouse Baptist Academy,9727,4.0,0.0,4.1,14.8,9.5,71.6,0.0,0.0,243.0,56.0,15.28,1,1,1.0,14.22222222222222,26,17,65.4
9727,Life Christian Academy,9728,9.0,0.0,2.0,76.8,8.8,7.2,1.6,3.6,280.0,82.0,13.97,1,1,1.0,-8.264705882352942,37,13,35.099999999999994
9737,Mainland,9738,11.0,0.0,0.0,0.0,97.5,2.5,0.0,0.0,86.0,6.0,16.2,1,1,1.0,8.52,25,15,60.0
9738,Maclay,9739,12.0,0.0,4.7,5.0,6.6,77.3,0.1,6.4,964.0,347.0,10.49,1,1,1.0,5.518518518518518,27,18,66.7
9741,Master's Academy,9742,10.0,0.0,3.3,13.8,6.1,75.7,0.0,1.1,208.0,43.0,11.99,1,1,1.0,-40.285714285714285,7,0,0.0
9747,Martin County,9748,12.0,0.0,0.0,20.1,16.8,59.7,0.0,3.4,224.0,15.0,9.68,1,1,1.0,10.903225806451612,31,27,87.1
9750,Meadowbrook Academy,9751,5.0,0.0,0.0,25.0,10.1,64.9,0.0,0.0,288.0,76.0,19.2,1,1,1.0,6.333333333333333,27,17,63.0
9756,Merritt Island Christian,9757,10.0,0.7,1.8,8.8,7.3,80.6,0.0,0.7,380.0,80.0,5.52,1,1,1.0,9.576923076923077,26,17,65.4
9761,Miami,9762,13.0,0.0,0.0,74.2,0.0,0.0,0.0,0.0,32.0,15.0,10.33,1,1,1.0,4.833333333333333,24,15,62.5
9762,Miami Country Day,9763,12.0,0.1,1.6,28.0,3.2,45.8,0.0,21.4,1290.0,452.0,10.23,1,1,1.0,6.269230769230769,26,16,61.5
9763,Middleton,9764,12.0,0.0,0.0,0.0,97.4,1.3,0.0,1.3,112.0,17.0,7.57,1,1,1.0,-3.3,20,7,35.0
9764,Miami Christian,9765,9.0,0.4,0.7,85.2,10.1,3.2,0.0,0.4,296.0,142.0,12.37,1,1,1.0,2.2142857142857144,28,13,46.400000000000006
9770,Montverde Academy,9771,11.0,0.7,17.2,15.8,11.9,34.8,0.4,19.2,1301.0,787.0,13.39,1,1,1.0,14.142857142857142,28,22,78.60000000000001
9771,Montverde Academy Regional,9772,1.0,0.7,17.2,15.8,11.9,34.8,0.4,19.2,1301.0,787.0,13.39,1,1,1.0,-6.285714285714286,9,2,22.2
9780,Mount Dora Christian Academy,9781,12.0,0.8,5.6,7.7,9.8,71.6,1.0,3.5,578.0,176.0,12.05,1,1,1.0,25.0,28,26,92.9
9781,NSU University,9782,13.0,5.9,3.5,20.9,6.2,59.2,0.2,4.2,1858.0,785.0,11.3,1,1,1.0,8.689655172413794,29,18,62.1
9785,New Dimensions,9786,5.0,0.0,0.0,80.5,10.2,8.5,0.0,0.8,118.0,31.0,14.75,1,1,1.0,-0.9333333333333332,17,10,58.8
9790,Neumann,9791,11.0,0.4,2.5,22.3,4.7,68.7,0.4,1.1,278.0,278.0,9.39,1,1,1.0,-6.24,25,9,36.0
9794,North Kissimmee Christian,9795,3.0,0.0,0.5,58.6,13.5,27.0,0.5,0.0,240.0,69.0,13.14,1,1,1.0,16.0,37,28,75.7
9795,North Fort Myers,9796,11.0,0.0,0.0,21.8,2.7,65.5,0.9,9.1,335.0,31.0,12.36,1,1,1.0,-0.9629629629629628,27,13,48.1
9796,North Broward Prep,9797,13.0,0.0,1.2,3.3,1.2,94.4,0.0,0.0,1700.0,951.0,9.47,1,1,1.0,19.966666666666665,30,27,90.0
9797,North Florida Christian,9798,11.0,0.0,4.7,5.0,6.6,77.3,0.1,6.4,964.0,347.0,10.49,1,1,1.0,3.1481481481481484,27,15,55.60000000000001
9799,North Florida Educational Institute,9800,4.0,0.0,0.0,1.9,91.2,4.6,0.0,2.3,451.0,143.0,14.5,1,1,1.0,12.65625,32,24,75.0
9801,North Marion,9802,11.0,3.2,0.0,0.0,80.7,6.4,0.0,9.7,31.0,6.0,10.33,1,1,1.0,3.4814814814814814,27,15,55.60000000000001
9802,North Miami Beach,9803,11.0,0.0,2.4,45.1,4.9,46.3,0.0,1.2,82.0,56.0,8.37,1,1,1.0,1.9166666666666667,24,12,50.0
9803,North Tampa Christian Academy,9804,5.0,0.0,3.7,34.0,21.6,26.3,0.0,14.5,297.0,69.0,13.62,1,1,1.0,9.77777777777778,27,18,66.7
9811,Ocala Christian,9812,4.0,0.0,3.9,14.3,24.6,51.6,2.0,3.7,415.0,104.0,11.97,1,1,1.0,-6.571428571428571,14,5,35.7
9812,Oak Ridge,9813,14.0,0.0,0.0,84.9,13.4,1.7,0.0,0.0,434.0,35.0,14.58,1,1,1.0,17.379310344827587,29,21,72.39999999999999
9815,Oasis Christian,9816,8.0,0.3,0.3,19.5,11.3,67.9,0.6,0.0,342.0,75.0,7.57,1,1,1.0,-10.708333333333334,24,8,33.300000000000004
9820,Ocoee,9821,17.0,7.1,0.0,35.7,28.6,28.6,0.0,0.0,14.0,5.0,4.24,1,1,1.0,-3.28,25,7,28.000000000000004
9823,One Accord Christian Academy,9824,2.0,1.2,0.0,27.7,56.6,7.2,2.4,4.8,83.0,28.0,11.37,1,1,1.0,-3.4444444444444446,10,4,40.0
9824,Oldsmar Christian,9825,5.0,0.0,2.9,26.5,9.4,60.6,0.6,0.0,179.0,62.0,8.37,1,1,1.0,4.5,25,16,64.0
9825,Open Bible Christian,9826,7.0,0.0,0.0,7.5,13.1,79.4,0.0,0.0,200.0,56.0,6.2,1,1,1.0,19.785714285714285,29,22,75.9
9827,Orlando Christian Prep,9828,8.0,0.0,2.9,34.0,33.1,29.9,0.0,0.0,575.0,142.0,14.23,1,1,1.0,18.866666666666667,30,26,86.7
9829,Orangewood Christian,9830,12.0,0.0,2.8,12.9,6.8,73.6,0.6,3.2,649.0,223.0,10.73,1,1,1.0,-9.0,20,7,35.0
9830,Oxbridge Academy,9831,12.0,0.2,5.2,8.4,5.6,66.5,0.0,14.1,502.0,502.0,9.42,1,1,1.0,-11.047619047619047,21,6,28.6
9831,Out-of-Door Academy,9832,12.0,0.0,0.0,2.6,2.6,94.7,0.0,0.0,167.0,35.0,11.6,1,1,1.0,-4.260869565217392,23,7,30.4
9842,Palm Grove Christian,9843,4.0,0.0,0.0,5.4,5.4,89.3,0.0,0.0,56.0,45.0,14.0,1,1,1.0,-8.666666666666666,9,3,33.300000000000004
9845,Palm Beach Lakes,9846,9.0,0.0,1.0,4.8,92.4,1.9,0.0,0.0,123.0,9.0,21.0,1,1,1.0,0.2857142857142857,22,10,45.5
9846,Palmer Trinity,9847,12.0,0.0,0.0,67.5,25.0,7.5,0.0,0.0,80.0,39.0,17.39,1,1,1.0,-2.4166666666666665,24,11,45.8
9850,Parsons Christian Academy,9851,6.0,0.0,1.4,6.8,54.0,32.4,0.0,5.4,389.0,111.0,13.81,1,1,1.0,8.571428571428571,15,10,66.7
9855,Pathways,9856,2.0,0.0,0.0,84.9,13.4,1.7,0.0,0.0,434.0,35.0,14.58,1,1,1.0,18.694444444444443,37,30,81.10000000000001
9857,Peniel Baptist Academy,9858,6.0,0.0,3.2,3.2,5.4,85.6,0.0,2.7,255.0,60.0,12.61,1,1,1.0,-29.75,10,0,0.0
9861,Pensacola Catholic,9862,12.0,0.9,3.0,10.4,9.4,67.1,0.6,8.6,641.0,641.0,15.45,1,1,1.0,-5.0,26,9,34.599999999999994
9863,Pine Crest,9864,14.0,0.2,10.7,5.2,4.6,79.3,0.0,0.0,2671.0,846.0,9.74,1,1,1.0,-6.761904761904762,21,5,23.8
9867,Pine,9868,8.0,2.9,6.0,6.6,1.4,63.2,4.0,15.8,348.0,152.0,8.64,1,1,1.0,2.0476190476190474,25,13,52.0
9883,Potter's House Christian Blue,9884,1.0,0.0,1.5,6.1,47.3,45.0,0.0,0.0,270.0,88.0,11.91,1,1,1.0,-16.666666666666668,14,1,7.1
9885,Potter's House Christian,9886,4.0,0.0,1.5,6.1,47.3,45.0,0.0,0.0,270.0,88.0,11.91,1,1,1.0,3.56,25,13,52.0
9886,Real Life Christian Academy,9887,6.0,3.8,3.8,26.9,5.8,59.6,0.0,0.0,52.0,16.0,7.65,1,1,1.0,-7.809523809523809,22,5,22.7
9889,Redeemer Christian,9890,7.0,0.0,3.2,6.6,5.8,83.3,0.0,1.1,414.0,95.0,11.7,1,1,1.0,9.192307692307692,26,17,65.4
9890,Redland Christian Academy,9891,5.0,0.0,0.0,61.9,25.3,7.9,0.4,4.5,282.0,40.0,13.25,1,1,1.0,-26.0,8,0,0.0
9891,Providence School,9892,13.0,0.3,1.6,1.9,4.6,86.5,0.3,4.7,1504.0,458.0,16.14,1,1,1.0,12.7,30,25,83.3
9892,Ransom Everglades,9893,14.0,0.0,0.7,62.1,1.4,33.8,0.0,2.0,862.0,328.0,8.13,1,1,1.0,3.2142857142857144,28,19,67.9
9896,River City Science Academy,9897,3.0,0.0,1.6,10.6,59.1,28.1,0.0,0.6,347.0,90.0,11.11,1,1,1.0,-17.9375,16,1,6.2
9899,Riverside Christian,9900,,0.0,0.0,1.5,3.0,95.5,0.0,0.0,138.0,28.0,14.89,1,1,1.0,23.5,32,27,84.39999999999999
9901,Riverside,9902,12.0,0.0,0.0,4.9,63.0,30.9,0.0,1.2,81.0,17.0,11.57,1,1,1.0,13.77777777777778,29,24,82.8
9903,Ruskin Christian,9904,3.0,1.4,3.3,22.8,10.4,56.4,0.5,5.2,282.0,60.0,12.56,1,1,1.0,-2.571428571428572,15,7,46.7
9907,Royal Palm Beach,9908,12.0,0.0,2.9,21.1,24.0,47.0,0.0,5.1,691.0,205.0,12.96,1,1,1.0,-6.0,26,7,26.9
9909,Rocky Bayou Christian,9910,13.0,0.3,3.2,4.9,5.2,73.5,3.5,9.3,745.0,180.0,10.49,1,1,1.0,-1.6,25,11,44.0
9911,Saint Francis Catholic,9912,10.0,0.5,3.2,17.5,10.6,59.9,0.0,8.3,217.0,217.0,11.79,1,1,1.0,-23.0,22,6,27.3
9915,Sagemont,9916,11.0,10.1,9.8,30.0,20.1,30.0,0.0,0.0,514.0,202.0,12.89,1,1,1.0,14.53125,32,25,78.10000000000001
9916,Saint Stephen's Episcopal,9917,13.0,0.0,1.4,8.0,4.0,75.4,0.0,11.3,821.0,263.0,12.76,1,1,1.0,-2.8260869565217392,23,9,39.1
9918,Santa Rosa Christian,9919,5.0,0.0,2.7,7.6,7.6,81.3,0.9,0.0,309.0,48.0,17.86,1,1,1.0,-11.076923076923077,15,4,26.700000000000003
